Gene ID,Log2Ratio,p-value,Max RPKM
NM_012219,2.07,0.00265,4104.14
NM_002438,3.7,0.248,13.04
NM_002438,5.11,0.194,34.64
NM_006039,6.81,0.0397,47772.26
NM_005591,0.02,0.968,4702.55
NM_005590,0.61,0.358,12555.05
NM_018000,-4.01,0.0588,28912.88
NM_033296,-0.25,0.404,232959.68
NM_203462,-0.33,0.391,35916.54
NM_018270,0.31,0.548,30689.4
NM_198923,-8.92,0.325,485.11
NM_001039165,-1.67,0.347,3.17
NM_001098515,4.12,0.301,1437.61
NM_145015,5.25,0.327,3147.13
NR_027138,-2.09,0.183,4.26
NM_147199,-1.48,0.347,2.8
NM_054031,-0.09,0.863,456.87
NM_032285,0.08,0.867,2568.49
NM_001031727,0.25,0.464,17519.71
NM_024864,0.2,0.801,4582.46
NM_001127174,0.51,0.497,6.0
NM_001127175,1.04,0.342,8.44
NM_001127176,1.75,0.247,11.93
NM_031939,1.98,0.181,14.82
NM_001099280,-11.71,0.137,3359.7
NM_032450,-7.95,0.198,247.23
NM_001099281,-7.73,0.155,212.98
NM_173489,0.52,0.347,1.43
NM_207414,0.01,0.347,0.99
NM_001100878,-2.19,0.202,17258.75
NM_213631,-0.8,0.196,627.57
NM_152503,-0.63,0.337,1308.04
NM_213632,-0.33,0.613,703.26
NM_025063,1.07,0.141,2.09
NM_024026,0.22,0.569,22505.03
NM_020236,1.02,0.111,8803.35
NM_145255,-1.04,0.152,17614.39
NM_170738,-0.11,0.875,424.06
NM_016050,0.12,0.773,14541.85
NM_170739,0.48,0.607,594.95
NM_002949,-0.07,0.902,27805.78
NM_014078,0.08,0.846,13609.67
NM_032111,0.51,0.0473,25668.25
NM_014175,0.48,0.404,36650.56
NM_017840,0.21,0.659,19745.88
NM_022061,0.56,0.174,28286.48
NM_014161,0.96,0.00208,26886.65
NM_014763,-0.22,0.51,54692.56
NM_015950,1.11,0.0554,13035.0
NM_017971,0.18,0.728,10825.94
NM_181514,-0.4,0.478,6263.22
NM_181515,0.75,0.0696,4101.39
NM_001014990,-0.05,0.742,42.41
NM_014180,0.01,0.989,7964.55
NM_021134,0.36,0.552,4758.74
NR_024471,-1.28,0.0959,344.79
NM_024540,-0.52,0.398,1151.65
NM_145729,-0.22,0.603,24649.39
NM_016504,-0.38,0.262,15708.92
NM_006428,-0.23,0.627,15570.68
NM_007208,0.84,0.0247,61368.99
NM_145212,-0.22,0.568,26908.87
NM_145213,0.33,0.596,593.69
NM_031903,0.09,0.799,14573.25
NM_145330,0.34,0.439,2104.8
NM_004891,0.78,0.155,8981.51
NM_023937,0.49,0.0688,25205.85
NM_016622,0.43,0.401,32474.7
NM_145644,1.93,0.00429,2579.63
NM_032479,0.87,0.156,20001.04
NM_016491,0.89,0.0342,62009.91
NM_032478,-1.16,0.0403,36862.63
NM_080794,0.54,0.467,341.76
NM_017446,0.54,0.168,8167.93
NM_015956,0.72,0.137,6601.85
NM_146387,0.77,0.0999,18276.28
NM_146388,0.86,0.0529,8517.97
NM_003776,0.14,0.8,8467.46
NM_032477,-0.46,0.208,26583.93
NM_172178,0.06,0.822,1057.29
NM_172177,0.12,0.78,29247.74
NM_014050,0.19,0.645,3614.23
NR_002208,-1.24,0.0432,150.71
NM_176792,-0.96,0.0729,3108.79
NM_032112,-0.71,0.172,15053.47
NM_176794,-0.02,0.985,428.63
NM_176793,1.21,0.103,3587.27
NM_022915,0.09,0.632,16667.82
NM_032351,-0.06,0.93,20991.26
NM_022163,-0.35,0.498,6601.89
NM_177988,-2.16,0.249,261.08
NM_020409,0.3,0.627,13627.17
NM_016055,0.51,0.412,5792.2
NM_004927,-0.94,0.166,67109.38
NM_019051,0.92,0.0773,18732.33
NM_016497,0.42,0.368,38242.15
NM_181307,-0.55,0.343,59.72
NM_178336,0.15,0.747,50.38
NM_180982,0.27,0.537,70.4
NM_181306,0.51,0.474,145.54
NM_181305,1.09,0.0188,13895.33
NM_181304,2.46,0.0593,1409.22
NM_053050,-0.73,0.101,10183.79
NM_172251,0.15,0.663,6541.78
NM_181463,-2.24,0.233,3263.99
NM_181462,-1.29,0.246,804.81
NM_181465,-1.15,0.339,609.73
NM_181441,-0.8,0.261,2380.69
NM_181464,-0.8,0.401,352.05
NM_181456,0.32,0.505,238.33
NM_181454,0.75,0.316,1439.27
NM_181455,0.9,0.206,1352.11
NM_031420,-0.48,0.331,20360.04
NM_018141,0.84,0.144,1671.65
NM_022839,-1.24,0.0257,8138.94
NM_176805,-0.31,0.355,707.03
NM_033362,0.11,0.779,1473.24
NM_033363,0.78,0.0861,13404.92
NM_021107,1.58,0.00418,5492.61
NM_022100,-1.92,0.113,872.6
NM_031280,0.83,0.00533,13963.4
NM_016065,-0.38,0.501,87442.85
NM_015969,0.54,0.281,7701.48
NM_018135,-0.19,0.507,6549.98
NM_014046,-0.23,0.601,19160.36
NM_016067,1.46,0.0304,2807.52
NM_016034,0.35,0.362,46456.61
NM_018997,0.12,0.81,27722.22
NM_031901,0.41,0.738,3230.46
NM_020191,0.63,0.366,2929.23
NM_016070,-0.24,0.513,22175.61
NM_032014,0.66,0.0811,48863.77
NM_022497,-0.17,0.781,38515.38
NM_030811,0.35,0.504,20188.77
NM_015084,0.73,0.207,54132.1
NM_014018,-0.45,0.387,7435.68
NM_016640,0.64,0.0208,27122.81
NM_005830,0.64,0.124,6987.06
NR_002816,-0.73,0.303,1484.75
NM_053035,-0.34,0.435,6597.18
NM_016071,0.18,0.669,5860.15
NM_023936,-0.71,0.148,4539.44
NM_021821,-0.39,0.354,39527.51
NM_033281,0.09,0.833,3032.4
NM_031902,0.5,0.0608,17698.87
NM_032476,0.7,0.0999,34808.95
NM_015971,-0.77,0.087,41084.96
NM_182640,0.17,0.716,9391.65
NM_199177,-0.13,0.815,643.23
NM_138777,0.4,0.451,3908.86
NM_020662,-0.49,0.394,9639.18
NR_024072,-0.76,0.00599,830.06
NM_016183,1.23,0.0571,41314.35
NM_001100163,1.38,0.553,99.33
NM_130385,3.73,0.373,131.51
NM_001098579,5.02,0.359,627.69
NM_001100167,5.42,0.355,561.64
NM_206893,-0.56,0.197,156.9
NM_001098835,-6.63,0.177,190.78
NM_152717,-6.23,0.227,151.49
NM_001142303,-0.38,0.746,20.47
NM_000139,-0.07,0.868,152.93
NM_024021,0.33,0.347,0.8
NM_148975,0.38,0.347,0.77
NM_022349,1.27,0.347,0.42
NM_152851,1.28,0.347,0.41
NM_152852,1.29,0.347,0.41
NM_021201,-1.93,0.321,17.42
NM_206939,-1.76,0.398,16.78
NM_206938,-1.46,0.429,13.71
NM_206940,-1.27,0.378,11.6
NM_031457,-3.62,0.347,12.28
NM_001042690,-1.85,0.0644,191.51
NM_001012982,-1.79,0.1,57.72
NM_024631,0.27,0.748,720.41
NM_080655,2.97,6.57e-06,24367.49
NM_032424,0.63,0.212,4998.54
NM_005098,10.62,0.145,60806.57
NM_000251,0.34,0.547,39720.74
NM_002439,-0.46,0.377,10027.73
NM_002440,0.71,0.6,74.54
NM_172165,-1.4,0.115,1065.79
NM_172166,-0.29,0.617,586.0
NM_025259,0.15,0.86,1767.99
NM_002441,0.61,0.413,4009.13
NM_000179,0.37,0.448,33252.69
NM_002442,-4.88,0.00488,8112.31
NM_138962,-1.7,0.00135,15564.96
NM_170721,-1.09,0.03,3185.95
NM_001012241,0.11,0.794,5445.43
NM_018133,-0.03,0.804,35190.11
NM_001145417,0.62,0.0986,298.82
NM_078628,-0.45,0.128,5385.65
NM_006800,0.14,0.624,5087.83
NM_078630,0.9,0.199,759.37
NM_078629,1.22,0.0694,627.48
NR_024322,0.37,0.76,10269.08
NM_013404,-0.01,0.993,26.51
NM_005823,0.35,0.752,44.82
NM_002443,-8.22,0.00559,285.29
NM_138634,-4.87,0.00022,23.05
NM_001017369,0.66,0.312,2718.78
NM_006745,1.87,0.306,115036.16
NM_001044264,-0.32,0.256,1546.9
NM_002444,5.28,0.000317,518560.73
NM_002445,2.89,0.181,39.6
NM_138716,3.79,0.201,34.06
NM_138715,4.3,0.246,49.01
NM_001135671,-0.03,0.965,65.95
NM_001135670,0.65,0.302,410.98
NM_012331,1.15,0.136,7761.65
NM_016332,-1.51,0.0129,24717.26
NM_012228,-1.59,0.0591,7738.62
NM_001031679,1.32,0.125,20101.66
NM_198080,1.81,0.0772,17561.15
NM_001024593,0.42,0.211,431.73
NM_020998,-2.5,0.0437,3081.13
NR_002729,-4.74,0.219,1495.34
NR_027504,-1.95,0.0236,519.41
NM_002447,-2.9,0.0474,9512.16
NM_016542,-2.55,0.0201,21049.01
NM_001042452,-2.39,0.25,6172.93
NM_001042453,-0.84,0.387,1128.18
NM_005259,1.45,0.517,554.23
NM_018116,-0.98,0.486,670.29
NR_024117,0.21,0.68,5107.93
NM_002448,1.68,0.195,1780.84
NM_002449,-5.38,0.0221,34400.67
NR_002307,0.2,0.885,13.57
NM_005946,3.94,0.174,45.73
NM_005947,-3.29,0.347,9.77
NR_027781,-2.98,0.122,7.92
NR_003658,-2.61,0.0642,6.09
NM_175617,2.14,0.0876,30578.67
NM_005949,-1.7,0.195,1229.63
NM_005950,4.02,0.0343,182.0
NM_005951,2.47,0.00734,44.16
NR_003669,-1.15,0.318,58.56
NR_001447,9.67,0.225,817.23
NM_176870,5.98,0.164,67.16
NM_005952,2.53,0.0113,20585.76
NM_005953,2.96,0.0518,143734.32
NM_005954,2.64,0.282,36.44
NM_032935,-0.81,0.347,1.75
NM_004689,-0.26,0.658,34807.82
NM_004739,-0.05,0.886,38031.01
NM_020744,-0.97,0.184,5223.56
NM_002451,-1.21,0.38,4377.88
NM_022045,0.78,0.229,6099.93
NM_014341,-0.04,0.896,47265.09
NM_014342,0.0,0.995,41124.9
NM_001018025,-0.09,0.873,1689.91
NM_178812,0.19,0.645,215503.83
NM_006980,0.6,0.296,2171.18
NM_015942,0.61,0.262,11198.42
NM_001033050,-1.4,0.0743,5572.39
NM_025198,-1.12,0.145,1934.64
NM_005955,0.15,0.461,24365.78
NM_007358,-0.03,0.958,3614.54
NM_139242,-0.19,0.561,5403.94
NM_016498,1.02,0.118,7246.63
NM_001003704,1.48,0.0628,812.65
NM_001145839,-0.18,0.719,1579.86
NM_014637,-0.11,0.792,33283.45
NM_001145838,0.68,0.419,9565.78
NM_001099626,-1.32,0.188,1675.08
NM_019557,-1.21,0.0979,1539.83
NM_001099627,0.41,0.402,1900.25
NM_001099625,0.72,0.0822,12694.84
NM_138419,1.45,0.211,977.0
NM_001099286,2.05,0.0388,6174.02
NM_138384,-0.13,0.816,7030.9
NM_015666,-0.48,0.227,24668.08
NM_005956,1.2,0.0516,78174.44
NM_015440,2.01,0.00683,32285.72
NR_027405,-0.86,0.0241,28469.33
NM_006636,-0.81,0.00667,102761.95
NM_001144978,1.03,0.0376,2362.87
NM_005957,-1.73,0.0618,4340.21
NM_006441,-0.56,0.198,7581.46
NM_001159377,-1.48,0.0547,4012.6
NR_027489,-1.35,0.13,804.14
NM_022764,-1.34,0.0056,2987.73
NM_001159378,-1.34,0.0146,6239.72
NM_001159379,-0.98,0.106,2540.64
NR_027490,-0.89,0.0841,439.99
NM_001159380,-0.17,0.814,3155.85
NM_001005369,-0.28,0.539,3032.73
NM_002453,0.31,0.581,17773.77
NM_152912,-0.08,0.699,9131.96
NM_004923,-4.29,0.0177,7215.14
NM_001039656,-2.07,0.0456,1146.74
NM_000252,-0.56,0.369,11004.7
NM_003828,0.19,0.762,702.49
NM_017762,-0.33,0.617,2807.4
NM_181873,0.8,0.2,221.36
NM_001145862,1.11,0.201,9015.53
NM_001040446,-0.61,0.233,62392.48
NM_001077526,-0.71,0.202,2222.61
NM_001077525,0.02,0.96,9572.94
NM_022485,0.29,0.329,322.97
NM_201278,1.2,0.184,4658.94
NR_023356,1.32,0.0384,7647.06
NM_016156,1.67,0.0455,35756.16
NM_201281,1.81,0.0493,17786.15
NM_021090,-1.09,0.019,36654.12
NM_153051,-0.36,0.541,20971.56
NM_153050,-0.19,0.221,1255.32
NM_004687,-0.93,0.029,99137.53
NM_004685,0.69,0.0914,41021.98
NM_004686,-1.01,0.268,762.13
NM_017677,-1.12,0.581,54.88
NM_015458,1.57,0.0367,28123.23
NR_026850,0.35,0.724,684.5
NM_005958,-2.81,0.34,17.5
NM_005959,1.02,0.661,5.11
NM_133645,0.49,0.109,4369.59
NM_001123226,0.61,0.372,728.47
NM_012123,0.62,0.187,9548.24
NM_004958,0.22,0.445,51696.1
NM_018109,0.69,0.0543,28170.67
NM_145808,0.36,0.26,202339.23
NM_000254,-0.86,0.212,49338.82
NM_004294,-0.61,0.388,425.53
NM_019041,0.66,0.283,2812.35
NM_001114184,0.84,0.0474,2553.29
NM_024010,0.0,0.999,2551.85
NM_002454,1.59,0.0726,14911.19
NM_014751,-1.42,0.129,25751.94
NM_138383,-0.66,0.165,119773.22
NM_000253,1.33,0.181,42.4
NM_152793,-0.8,0.181,22224.7
NM_001001924,-2.53,0.159,13712.38
NM_001001931,-2.11,0.00619,223.33
NM_001001925,-2.07,0.161,12361.92
NM_020749,-1.94,0.00285,228.33
NM_001033602,-4.62,0.0817,150.88
NM_015233,-2.66,0.0145,127.38
NR_027025,-0.02,0.98,27.32
NM_002455,-1.09,0.219,10456.41
NM_198883,0.54,0.61,488.01
NR_027850,-0.37,0.536,2923.8
NM_006554,0.04,0.92,9759.93
NM_001010891,-0.17,0.742,10248.91
NM_001018016,-2.79,0.419,36.96
NM_001018017,-2.51,0.439,100.12
NM_001044393,-1.84,0.498,72.26
NM_002456,-1.28,0.591,68.28
NM_001044391,-1.21,0.612,11.52
NM_001044390,-0.73,0.734,12.15
NM_001044392,0.54,0.755,12.6
NM_033049,1.98,0.262,148.67
NM_001135091,-3.65,0.379,1397.17
NM_145650,-2.89,0.397,202.7
NM_001135092,-0.81,0.685,91.43
NM_024690,-7.64,0.138,3023.03
NM_001040105,-1.18,0.438,26.65
NM_002457,-0.57,0.775,1402.09
NM_152673,-5.76,0.0707,2398.87
NM_001098516,-4.61,0.000167,1990.34
NM_001010909,-2.93,0.029,7.67
NM_004532,-5.1,0.36,9.74
NM_138297,-5.06,0.361,9.23
NM_018406,5.43,0.215,9.35
NM_017511,-2.16,0.415,6147.83
NM_002458,-5.25,0.298,51493.65
NM_005961,-9.57,0.346,279136.28
NM_001145006,-0.09,0.966,0.75
NM_001145007,-0.08,0.969,0.73
NM_152291,-0.01,0.998,0.73
NM_058173,-9.77,0.138,16909.07
NM_024544,0.6,0.0228,33869.17
NM_032853,0.13,0.705,15966.31
NR_024247,0.6,0.28,1223.54
NM_152423,-0.06,0.967,288.16
NM_001018116,2.5,0.0533,1220.86
NM_025128,-0.28,0.447,13188.82
NM_005592,2.56,0.232,22.68
NM_205853,1.6,0.324,244.84
NM_000255,0.37,0.284,23924.75
NM_001048173,-0.8,0.434,1801.39
NM_001048171,-0.78,0.509,837.9
NM_001048172,-0.64,0.429,1895.63
NM_012222,-0.53,0.612,690.56
NM_001128425,-0.18,0.804,755.91
NM_001048174,0.55,0.649,392.11
NM_138401,-0.09,0.891,9450.38
NM_033446,-3.57,0.121,1475.19
NM_001011703,-1.44,0.0095,1304.87
NM_002461,0.37,0.593,30989.75
NM_000431,-0.91,0.111,14875.68
NM_001114185,-0.25,0.263,709.11
NM_005115,-0.28,0.562,8284.63
NM_017458,1.56,0.0807,60081.85
NM_001144925,-0.41,0.614,894.19
NM_002462,3.23,0.373,17967.56
NM_002463,2.68,0.408,1983.05
NM_002357,-0.69,0.44,3645.23
NM_031300,-0.12,0.682,6195.12
NM_001142935,1.1,0.0107,14309.12
NM_006454,-1.16,0.0158,71293.69
NM_005962,-0.54,0.461,4609.29
NM_130439,0.2,0.849,5712.59
NM_001008541,0.75,0.0181,876.28
NM_015419,0.07,0.967,11194.29
NM_198530,2.09,0.0731,29538.07
NM_001008528,2.16,0.0206,14277.25
NM_001008529,3.62,0.0268,6267.93
NM_032348,2.54,0.183,4047.41
NM_001020818,-0.88,0.356,47712.95
NM_001020819,-0.33,0.392,72128.39
NM_001020820,-0.06,0.84,1103.06
NM_001020821,0.39,0.521,3294.33
NM_138373,2.3,0.144,35848.95
NR_003143,-0.28,0.697,37.6
NM_001145113,-2.2,0.0465,449.87
NM_001161660,-6.31,0.105,1415.86
NM_001161659,-5.78,0.256,654.94
NM_005375,-4.87,0.184,3115.16
NM_001161657,-4.8,0.169,593.14
NM_001161658,-4.75,0.0285,457.99
NM_001130172,-4.04,0.113,2062.2
NM_001130173,-3.4,0.267,1512.25
NM_001161656,-3.01,0.0947,1217.35
NM_001105538,-0.17,0.824,8545.72
NM_014520,1.98,0.00589,60780.4
NM_001080416,0.67,0.508,21862.83
NM_001144755,1.37,0.234,37321.43
NM_002466,0.22,0.798,54276.05
NM_206820,-8.93,0.346,661.71
NM_206821,-8.91,0.341,666.71
NM_002465,-5.42,0.241,54.79
NM_206819,-4.46,0.25,38.72
NM_004533,-2.3,0.142,4.91
NM_000256,-2.59,0.347,6.03
NM_004997,-1.53,0.554,6.32
NM_001010985,-2.86,0.185,7.27
NM_002467,0.89,0.157,170378.63
NM_012333,-0.3,0.473,20416.72
NM_015057,0.13,0.753,28787.86
NM_032133,-2.32,0.0726,62.26
NM_005376,-2.58,0.107,297.21
NM_001033082,-2.29,0.257,1809.64
NM_001033081,-1.96,0.159,1702.43
NM_005378,-7.54,0.191,1566.7
NR_026766,-5.41,0.217,42.62
NM_025107,1.97,0.265,60.4
NM_002468,-0.39,0.453,4595.9
NM_016132,-1.32,0.0739,7145.14
NM_138768,2.92,0.304,1432.78
NM_138336,-1.75,0.0702,69.34
NM_001163424,-1.13,0.0365,15016.97
NM_002469,-1.3,0.347,2.46
NM_005964,1.42,0.042,61820.33
NM_003802,0.69,0.399,57.6
NM_024729,-6.45,0.00819,52426.26
NM_001077186,-3.86,0.000505,3805.65
NM_001145809,-1.89,0.000843,399.49
NM_014981,6.9,0.123,6135.11
NR_002147,-0.17,0.894,45.06
NM_001100112,1.44,0.169,2.71
NM_017534,1.44,0.169,2.71
NM_002470,0.97,0.561,1505.01
NM_017533,0.94,0.57,3.46
NM_000257,-0.03,0.981,6.69
NM_020884,-1.23,0.242,447.79
NM_002472,1.89,0.501,7.17
NM_002473,2.19,0.069,1449680.8
NM_079420,-0.71,0.626,2.8
NM_079422,-0.58,0.683,2.46
NM_138403,-0.75,0.256,94.69
NM_006471,0.66,0.267,86767.52
NM_001144946,-0.04,0.871,141352.76
NM_001144945,0.25,0.719,791.08
NM_001144944,0.5,0.358,1423.45
NM_000432,2.47,0.156,5.55
NM_001002841,3.08,0.106,8.89
NM_002476,3.22,0.102,9.09
NM_002477,-3.09,0.217,118.02
NM_079423,-0.04,0.916,80913.24
NM_021019,0.24,0.828,1724.46
NM_002475,1.51,0.0197,3905.26
NM_021223,1.99,0.489,7.1
NM_181526,2.5,0.321,14844.21
NM_006097,3.3,0.289,110302.55
NM_013262,-2.68,0.0265,43746.62
NM_053025,2.69,0.243,2941.32
NM_053031,5.15,0.0836,2453.4
NM_053027,5.45,0.185,7312.89
NM_053026,5.64,0.246,6703.19
NM_053028,6.36,0.181,6924.33
NM_053032,7.13,0.0771,2318.07
NM_033118,3.27,0.0445,244.97
NM_182493,-1.32,0.0115,355.27
NM_001012418,-1.05,0.285,1116.44
NM_013292,-3.31,0.0572,9.91
NM_018657,-0.2,0.676,7077.23
NM_012334,1.76,0.0479,91119.76
NM_016239,-2.63,0.0831,60.0
NR_003587,-5.12,0.0189,2470.54
NM_015011,-4.31,0.331,1373.46
NM_203318,-1.9,0.081,31184.8
NM_078471,1.37,0.0867,3656.94
NM_032608,3.24,0.343,12.08
NM_001163735,0.26,0.699,22084.21
NM_025109,0.95,0.336,3904.02
NM_001033580,1.16,0.08,3712.79
NM_005379,-1.19,0.301,28.61
NM_001161819,0.01,0.996,6439.43
NM_001130158,1.65,0.0199,31147.61
NM_012223,1.8,0.0153,42813.62
NM_001080779,-0.2,0.713,57096.77
NM_001080950,0.55,0.408,47443.9
NM_033375,0.63,0.531,73909.52
NM_015194,-2.72,0.000157,79794.2
NM_004998,1.45,0.00467,28335.18
NM_012335,-2.27,0.123,959.67
NM_033054,-3.12,0.235,82.87
NM_001101421,-1.05,0.123,22.9
NM_017433,0.25,0.347,1.19
NM_001083615,-1.99,0.229,34.7
NM_138995,-1.66,0.23,39.33
NM_001142495,-0.99,0.233,16718.53
NM_000259,-0.19,0.81,11068.7
NM_001080467,-8.25,0.0113,64040.98
NM_018728,-3.74,0.00333,51503.47
NM_004999,-1.58,0.203,13820.31
NM_001127179,-7.2,0.292,147.18
NM_001127180,-2.44,0.184,261.61
NM_000260,-2.34,0.0829,235.71
NM_001080527,6.82,0.28,413.83
NM_006901,-0.31,0.531,11139.72
NM_001130065,0.66,0.294,12050.93
NM_004145,0.9,0.173,19175.51
NM_000261,-1.04,0.53,2.15
NM_153604,3.24,0.375,234.43
NM_001146312,6.78,0.346,1984.79
NM_001146313,7.39,0.343,308.52
NM_002478,3.59,0.173,12.03
NM_133337,0.78,0.049,218171.12
NM_013451,1.09,0.00405,2010.22
NM_002479,-0.38,0.633,22.66
NM_003803,-0.86,0.423,284.14
NM_019856,0.65,0.614,224.69
NM_003970,0.76,0.202,34.72
NM_152372,1.26,0.348,174.43
NM_001135940,4.94,0.231,14.13
NM_006790,6.07,0.322,32.64
NM_021245,-4.17,0.225,75.81
NM_016599,6.67,0.344,1641.07
NM_001122853,-0.19,0.832,84.84
NM_133371,2.89,0.378,444.37
NM_032578,3.28,0.165,1071.37
NM_001012643,0.19,0.592,6173.22
NM_001127392,1.39,0.369,1549.33
NM_013279,2.69,0.256,2777.08
NM_015460,-7.64,0.039,2646.25
NM_001085487,0.34,0.52,5403.84
NM_004535,-6.81,0.113,1711.22
NM_015025,3.69,0.306,85.29
NR_024468,-1.28,0.347,2.43
NM_001018100,-2.17,0.398,1088.88
NM_152451,0.7,0.631,317.2
NM_016459,-10.08,0.119,1036.27
NM_003422,-1.04,0.16,4454.96
NM_198055,-0.66,0.209,4934.55
NM_001071775,0.71,0.0742,46797.19
NM_001085365,-0.53,0.224,4994.81
NM_025029,-0.57,0.334,25212.78
NM_153029,-0.46,0.155,34785.43
NM_018177,-0.98,0.0519,11879.1
NM_052818,-2.13,0.0843,867.67
NM_001079691,0.27,0.813,594.64
NM_014887,-0.56,0.252,18410.0
NM_033111,-0.33,0.751,2647.36
NR_026928,-2.01,0.12,1846.35
NM_015111,-3.35,0.0264,21633.52
NM_182749,-0.6,0.414,2081.06
NM_013240,-0.5,0.244,5185.49
NM_174928,0.12,0.766,559.57
NM_003491,1.39,0.118,4488.16
NM_032693,1.22,0.0574,220.53
NM_057175,0.98,0.0222,82700.55
NM_018527,-0.27,0.585,973.12
NM_001110798,0.02,0.975,1029.28
NM_024561,0.1,0.824,6539.01
NM_181528,-0.06,0.891,348.75
NM_016100,-0.02,0.967,29475.0
NM_181527,0.72,0.336,340.27
NM_024953,0.14,0.721,37766.2
NM_001011713,-0.38,0.214,29419.37
NM_024635,0.19,0.65,9771.39
NM_016200,0.46,0.151,10110.04
NM_024771,-0.11,0.837,11338.54
NM_025146,0.52,0.0458,187500.12
NM_001083601,-1.59,0.0809,6981.17
NM_024845,-1.04,0.0194,24359.7
NM_001083600,-0.08,0.811,10860.08
NM_001042402,-3.05,0.0604,2712.74
NM_014435,-1.93,0.128,7345.14
NM_005467,-0.33,0.478,58.26
NM_005468,0.48,0.7,178.76
NM_207015,-4.21,0.00016,12273.23
NM_005966,0.32,0.41,10936.11
NM_005967,-0.94,0.165,40455.88
NR_024415,1.73,0.0372,1214.99
NM_001031716,4.3,0.0647,14370.19
NM_024068,-0.45,0.444,6303.37
NM_005594,-0.46,0.151,33361.93
NM_001113201,-0.29,0.493,16037.09
NM_001113203,-0.22,0.767,5146.03
NM_001113202,0.38,0.364,43998.41
NM_199290,0.01,0.954,21858.54
NM_001146334,2.3,0.111,1788.38
NR_002182,0.15,0.511,4421.39
NM_052876,0.15,0.602,105330.55
NM_144653,0.08,0.87,5763.78
NM_023018,0.56,0.343,32994.53
NM_001085411,0.17,0.625,15522.89
NM_153013,0.34,0.604,4445.35
NM_018161,-1.49,0.0323,15215.8
NM_001018160,0.5,0.204,458.06
NM_003905,0.82,0.123,14644.63
NM_001018159,1.23,0.157,4429.77
NM_001128931,-0.01,0.985,1126.82
NM_138386,0.64,0.194,5668.03
NM_000262,-1.19,0.307,17655.38
NM_017567,-0.78,0.391,2148.15
NM_000263,-0.76,0.361,34891.8
NM_016256,0.52,0.315,2769.6
NM_153006,2.88,0.346,1682.43
NM_197956,-0.42,0.439,10025.16
NM_004536,-1.95,0.15,449.91
NM_022892,-0.58,0.118,188.63
NM_052867,7.78,0.156,3983.66
NM_005746,1.36,0.148,153058.57
NM_024865,0.01,0.985,223.41
NM_001145465,0.08,0.925,11.71
NM_199461,-1.7,0.0351,20090.25
NM_001029861,-3.0,0.0181,20.97
NM_001098622,0.26,0.722,45.32
NM_152667,1.61,0.00805,25370.89
NM_018946,0.15,0.837,19325.44
NM_004537,0.0,0.998,24525.47
NM_139207,0.88,0.0852,19901.34
NM_021963,-3.59,0.0617,2689.84
NM_004538,4.78,0.0999,2990.31
NM_005969,0.14,0.28,525.2
NM_153757,1.8,0.313,3119.04
NR_027291,-1.02,0.272,675.16
NM_003827,-0.26,0.682,45636.29
NM_022080,0.71,0.239,1673.1
NM_001122838,-0.27,0.458,10737.31
NM_198990,0.19,0.792,1248.51
NM_003826,-0.22,0.598,13139.12
NM_145201,-1.77,0.151,5485.6
NM_004851,-1.65,0.0799,400.02
NR_002798,-0.89,0.394,27.25
NM_001038618,-0.12,0.841,360.16
NM_012336,-0.08,0.832,10475.84
NM_031968,-0.05,0.962,517.94
NM_001083608,0.3,0.741,1039.08
NM_022493,-1.25,0.0479,13137.68
NM_024611,-0.24,0.534,19479.58
NM_001018089,-0.21,0.816,4934.73
NM_004539,0.91,0.0511,111618.97
NM_024678,0.41,0.172,12659.03
NR_027479,2.51,0.107,1173.89
NM_002482,0.8,0.489,11436.59
NM_172164,1.64,0.0328,2333.22
NM_152298,2.02,0.0275,26013.11
NM_001160173,-2.76,0.0491,913.84
NM_001160170,-2.45,0.0343,1550.08
NM_001160175,-2.19,0.0494,1218.65
NM_001160176,-2.11,0.0497,1693.68
NM_000662,-2.11,0.101,1531.94
NM_001160174,-1.97,0.029,361.45
NM_001160172,-1.43,0.079,204.06
NM_001160171,-1.07,0.0612,698.58
NM_001160179,-0.98,0.0179,178.17
NM_001144030,0.07,0.91,752.6
NM_024662,0.38,0.48,57535.56
NM_020378,0.49,0.359,13603.83
NM_198571,3.94,0.366,828.11
NM_000015,-3.29,0.0767,313.17
NM_012191,1.84,0.00411,1915.21
NM_003960,-4.11,0.143,232.29
NM_016347,-6.38,0.117,83.02
NM_178557,1.21,0.203,7793.34
NM_015654,-1.1,0.114,26313.49
NM_020443,3.47,0.0204,66109.53
NM_001111019,2.03,0.0953,903.26
NM_001111018,2.63,0.0421,5027.09
NM_182964,3.24,0.0877,15345.3
NM_014903,5.95,0.0111,16677.78
NM_015909,0.38,0.407,26688.33
NM_015678,-2.68,0.0944,10167.74
NM_198945,-1.08,0.0112,2415.85
NM_001114132,-1.0,0.0258,6459.12
NM_015175,-2.78,0.00493,126334.67
NR_027992,-5.76,0.311,798.93
NM_002485,-1.0,0.224,52986.85
NM_015383,-1.4,0.0903,8997.98
NM_017940,-0.91,0.124,44664.84
NM_001101663,-0.85,0.353,879.98
NM_173638,-0.76,0.136,20453.41
NM_001102663,-0.73,0.0717,10788.83
NM_001039703,-0.21,0.782,19121.58
NM_001101663,0.52,0.15,499.88
NM_001037675,1.19,0.175,6824.64
NR_003719,-1.15,0.309,256.87
