,Gene ID,Log2Ratio,p-value,Max RPKM,Entrez To,Official Gene Symbol To,Species,Gene Name
26503,NM_001002926,1.02,0.0474,40246.49,221830,POLR1F,Homo sapiens,RNA polymerase I subunit F(POLR1F)
26504,NM_020648,1.77,0.00347,111606.79,57045,TWSG1,Homo sapiens,twisted gastrulation BMP signaling modulator 1(TWSG1)
26512,NM_015913,1.18,0.00231,51147.33,51060,TXNDC12,Homo sapiens,thioredoxin domain containing 12(TXNDC12)
26517,NM_001098529,3.39,0.00252,53.47,84203,TXNDC2,Homo sapiens,thioredoxin domain containing 2(TXNDC2)
26518,NM_030810,1.59,0.0142,223207.14,81567,TXNDC5,Homo sapiens,thioredoxin domain containing 5(TXNDC5)
26519,NM_001145549,2.08,0.0406,206002.87,81567,TXNDC5,Homo sapiens,thioredoxin domain containing 5(TXNDC5)
26531,NM_182742,1.38,0.0331,62416.47,7296,TXNRD1,Homo sapiens,thioredoxin reductase 1(TXNRD1)
26532,NM_003330,2.17,0.042,92147.81,7296,TXNRD1,Homo sapiens,thioredoxin reductase 1(TXNRD1)
26563,NM_003115,3.05,0.0192,181768.11,6675,UAP1,Homo sapiens,UDP-N-acetylglucosamine pyrophosphorylase 1(UAP1)
26590,NM_032873,5.86,0.0435,55592.75,84959,UBASH3B,Homo sapiens,ubiquitin associated and SH3 domain containing B(UBASH3B)
26618,NM_182666,1.67,0.0173,6239.06,7324,UBE2E1,Homo sapiens,ubiquitin conjugating enzyme E2 E1(UBE2E1)
26620,NM_006357,1.25,0.046,14786.98,10477,UBE2E3,Homo sapiens,ubiquitin conjugating enzyme E2 E3(UBE2E3)
26621,NM_182678,2.39,0.00473,12592.87,10477,UBE2E3,Homo sapiens,ubiquitin conjugating enzyme E2 E3(UBE2E3)
26687,NM_145049,1.59,0.0247,27348.39,134510,UBLCP1,Homo sapiens,ubiquitin like domain containing CTD phosphatase 1(UBLCP1)
26751,NR_028085,1.2,0.0461,994.17,55325,UFSP2,Homo sapiens,UFM1 specific peptidase 2(UFSP2)
26759,NM_006759,2.99,0.0256,16211.87,7360,UGP2,Homo sapiens,UDP-glucose pyrophosphorylase 2(UGP2)
26789,NM_013282,2.79,0.0127,8723.17,29128,UHRF1,Homo sapiens,ubiquitin like with PHD and ring finger domains 1(UHRF1)
26845,NM_080599,1.25,0.0267,2942.5,26019,UPF2,Homo sapiens,UPF2 regulator of nonsense mediated mRNA decay(UPF2)
26857,NM_003364,4.0,0.0129,7985.94,7378,UPP1,Homo sapiens,uridine phosphorylase 1(UPP1)
26858,NM_181597,4.29,0.00684,2866.62,7378,UPP1,Homo sapiens,uridine phosphorylase 1(UPP1)
26905,NM_003368,1.42,0.0109,77470.67,7398,USP1,Homo sapiens,ubiquitin specific peptidase 1(USP1)
26945,NM_201624,1.27,0.0116,14547.81,23032,USP33,Homo sapiens,ubiquitin specific peptidase 33(USP33)
26953,NM_199443,1.14,0.0207,8417.24,7375,USP4,Homo sapiens,ubiquitin specific peptidase 4(USP4)
26984,NM_016037,1.4,0.0013,29438.19,51118,UTP11,Homo sapiens,UTP11 small subunit processome component(UTP11)
26986,NM_032175,1.2,0.0272,18586.67,84135,UTP15,Homo sapiens,UTP15 small subunit processome component(UTP15)
26991,NM_018428,1.61,0.00602,13855.45,55813,UTP6,Homo sapiens,UTP6 small subunit processome component(UTP6)
26992,NM_007124,1.13,0.031,51163.33,7402,UTRN,Homo sapiens,utrophin(UTRN)
27010,NM_004781,1.21,0.0277,93327.59,9341,VAMP3,Homo sapiens,vesicle associated membrane protein 3(VAMP3)
27021,NM_003574,1.85,0.0108,18650.07,9218,VAPA,Homo sapiens,VAMP associated protein A(VAPA)
27023,NM_006295,1.51,0.00152,114591.82,7407,VARS1,Homo sapiens,valyl-tRNA synthetase 1(VARS1)
27042,NM_080682,3.37,0.0055,32.6,7412,VCAM1,Homo sapiens,vascular cell adhesion molecule 1(VCAM1)
27073,NM_005429,3.92,0.0318,25941.31,7424,VEGFC,Homo sapiens,vascular endothelial growth factor C(VEGFC)
27104,NM_206824,1.65,0.0121,17597.41,79001,VKORC1,Homo sapiens,vitamin K epoxide reductase complex subunit 1(VKORC1)
27242,NM_001024934,1.96,0.0334,4081.68,8936,WASF1,Homo sapiens,WASP family member 1(WASF1)
27243,NM_001024936,2.54,0.0168,17296.87,8936,WASF1,Homo sapiens,WASP family member 1(WASF1)
27262,NM_001006613,1.84,0.0353,4035.26,51186,TCEAL9,Homo sapiens,transcription elongation factor A like 9(TCEAL9)
27280,NM_017491,1.12,0.00316,245022.84,9948,WDR1,Homo sapiens,WD repeat domain 1(WDR1)
27282,NM_018256,1.28,0.0109,17261.42,55759,WDR12,Homo sapiens,WD repeat domain 12(WDR12)
27300,NM_006784,1.56,0.00536,53654.03,10885,WDR3,Homo sapiens,WD repeat domain 3(WDR3)
27309,NM_139281,1.28,0.00875,45374.15,134430,WDR36,Homo sapiens,WD repeat domain 36(WDR36)
27320,NM_005452,1.72,0.000903,46260.01,9277,WDR46,Homo sapiens,WD repeat domain 46(WDR46)
27348,NM_018093,2.19,0.0146,1401.16,54663,WDR74,Homo sapiens,WD repeat domain 74(WDR74)
27358,NM_025222,1.04,0.00205,143642.6,80335,WDR82,Homo sapiens,WD repeat domain 82(WDR82)
27374,NM_001128212,1.79,0.0101,1141.26,151525,WDSUB1,Homo sapiens,"WD repeat, sterile alpha motif and U-box domain containing 1(WDSUB1)"
27408,NM_003387,2.88,0.0454,9061.7,7456,WIPF1,Homo sapiens,WAS/WASL interacting protein family member 1(WIPF1)
27409,NM_001077269,6.06,0.0476,12626.82,7456,WIPF1,Homo sapiens,WAS/WASL interacting protein family member 1(WIPF1)
27433,NM_025216,1.81,0.0494,63.84,80326,WNT10A,Homo sapiens,Wnt family member 10A(WNT10A)
27446,NM_030775,9.62,0.0302,20185.34,81029,WNT5B,Homo sapiens,Wnt family member 5B(WNT5B)
27447,NM_032642,9.64,0.0332,29843.4,81029,WNT5B,Homo sapiens,Wnt family member 5B(WNT5B)
27456,NM_018081,2.15,0.0234,5339.66,55135,WRAP53,Homo sapiens,WD repeat containing antisense to TP53(WRAP53)
27461,NM_000553,1.32,0.026,14035.05,7486,WRN,Homo sapiens,WRN RecQ like helicase(WRN)
27480,NM_024949,1.02,0.00626,40244.16,80014,WWC2,Homo sapiens,WW and C2 domain containing 2(WWC2)
27552,NM_003401,1.04,0.0125,452.28,7518,XRCC4,Homo sapiens,X-ray repair cross complementing 4(XRCC4)
27553,NM_022550,1.34,0.0454,4151.51,7518,XRCC4,Homo sapiens,X-ray repair cross complementing 4(XRCC4)
27570,NM_003680,1.41,0.00352,122151.05,8565,YARS1,Homo sapiens,tyrosyl-tRNA synthetase 1(YARS1)
27574,NM_004559,1.43,0.00359,345736.0,4904,YBX1,Homo sapiens,Y-box binding protein 1(YBX1)
27577,NM_003651,1.37,0.028,52669.71,8531,YBX3,Homo sapiens,Y-box binding protein 3(YBX3)
27596,NM_030799,1.06,0.0249,64995.66,81555,YIPF5,Homo sapiens,Yip1 domain family member 5(YIPF5)
27642,NM_133646,2.43,0.0137,163118.86,51776,MAP3K20,Homo sapiens,mitogen-activated protein kinase kinase kinase 20(MAP3K20)
27683,NM_014797,1.36,0.00808,12183.82,9841,ZBTB24,Homo sapiens,zinc finger and BTB domain containing 24(ZBTB24)
27705,NM_145166,1.49,0.0444,13862.91,92999,ZBTB47,Homo sapiens,zinc finger and BTB domain containing 47(ZBTB47)
27748,NM_001009882,1.26,0.0401,11921.83,23318,TUT4,Homo sapiens,terminal uridylyl transferase 4(TUT4)
27749,NM_001009881,1.61,0.0144,13438.68,23318,TUT4,Homo sapiens,terminal uridylyl transferase 4(TUT4)
27789,NM_016353,2.34,0.00898,25870.06,51201,ZDHHC2,Homo sapiens,zinc finger DHHC-type palmitoyltransferase 2(ZDHHC2)
27805,NM_001145548,1.18,0.0256,21948.14,55625,ZDHHC7,Homo sapiens,zinc finger DHHC-type palmitoyltransferase 7(ZDHHC7)
27806,NM_013373,1.44,0.0155,37938.36,29801,ZDHHC8,Homo sapiens,zinc finger DHHC-type palmitoyltransferase 8(ZDHHC8)
27810,NM_001128128,7.51,0.0341,5362.67,6935,ZEB1,Homo sapiens,zinc finger E-box binding homeobox 1(ZEB1)
27812,NR_024284,7.28,0.00276,3236.41,220930,ZEB1-AS1,Homo sapiens,ZEB1 antisense RNA 1(ZEB1-AS1)
27813,NM_014795,9.16,0.0418,10734.76,9839,ZEB2,Homo sapiens,zinc finger E-box binding homeobox 2(ZEB2)
27897,NM_007129,1.5,0.0195,28502.89,7546,ZIC2,Homo sapiens,Zic family member 2(ZIC2)
28009,NM_001145129,2.71,0.0339,382.32,651302,ZKSCAN8P1,Homo sapiens,ZKSCAN8 pseudogene 1(ZKSCAN8P1)
28083,NM_003904,1.64,0.000154,19410.46,8882,ZPR1,Homo sapiens,ZPR1 zinc finger(ZPR1)
28161,NM_024325,1.27,0.0154,6326.6,79175,ZNF343,Homo sapiens,zinc finger protein 343(ZNF343)
28247,NM_001143771,2.08,0.00287,1537.13,220929,ZNF438,Homo sapiens,zinc finger protein 438(ZNF438)
28248,NM_001143766,2.35,0.0476,1208.51,220929,ZNF438,Homo sapiens,zinc finger protein 438(ZNF438)
28297,NM_145044,2.3,0.0437,2075.96,115560,ZNF501,Homo sapiens,zinc finger protein 501(ZNF501)
28471,NM_001009958,1.74,0.0486,3231.04,79027,ZNF655,Homo sapiens,zinc finger protein 655(ZNF655)
28511,NM_001080470,1.68,0.0243,20748.53,90874,ZNF697,Homo sapiens,zinc finger protein 697(ZNF697)
28653,NM_017953,1.71,0.00157,34928.24,54680,ZNHIT6,Homo sapiens,zinc finger HIT-type containing 6(ZNHIT6)
28730,NM_015534,1.24,0.00612,44312.92,26009,ZZZ3,Homo sapiens,zinc finger ZZ-type containing 3(ZZZ3)
